,contents,keywords,relevancy
"Azərbaycan Respublikası Mərkəzi Bankı pul siyasəti ilə bağlı növbəti qərar barədə məlumatı ictimaiyyətə bu gün, saat 14:00-da açıqlayacaq.Marja.az xəbər verir ki, 2023-cü ilin əvvəlində faizlərini artıran Mərkəzi Bank son 3 iclasında onları dəyişməz saxlayıb. 20 Sentyabr 2023-cü il tarixində ictimaiyyətə açıqlanan məlumatda bildirilir ki, Azərbaycan Respublikası Mərkəzi Bankının İdarə Heyətinin qərarı ilə uçot dərəcəsi 9%, faiz dəhlizinin aşağı həddi 7.5%, faiz dəhlizinin yuxarı həddi isə 10% səviyyəsində dəyişməz saxlanılmışdır. Bu qərar aparılmış makroiqtisadi təhlillər, yenilənmiş proqnozlar, daxili və xarici inflyasiya amilləri üzrə risklər balansının dəyişimi nəzərə alınmaqla verilmişdir.Mərkəzi Bankın faizlərini dəyişməz saxlamasının səbəbi illik inflyasiya tempinin azalmaqda davam etməsidir. 2022-i ilin əvvəlində uçot dərəcəsi  7.50% səviyyəsində idi. İl ərzində uçot dərəcəsi bir neçə dəfə artırılaraq 8.25%-ə, 2023-cü ilin ilk 5 ayında da bir neçə dəfə artırılaraq 9.00%-ə çatdırılıb. Azərbaycan Mərkəzi Bankı bu il sonuncu dəfə faizlərini may ayında artırıb, iyun, iyul və sentyabr iclaslarında fasilə verib.2022-ci ilin sentyabr ayında illik inflyasiyanın tempi 15,6%-ə çatmışdı. Dövlət Statistika Komitəsinin məlumatına görə illik (12 aylıq) inflyasiya düşməkdə davam edir. İllik inflyasiyanın sürəti avqustdakı 8%-dən sentyabrda 5,1 %-ə düşüb. İnflyasiya yavaşladığından və tənzimləyicinin hədəfi aralığında (2%-6% civarı) olduğundan Mərkəzi Bankın faizlərini bu dəfə də dəyişməz saxlayacağı ehtimalı yüksəkdir. ""Mərkəzi Bankın pul siyasəti ilə bağlı növbəti qərarları inflyasiyanın xarici və daxili amilləri üzrə risk balansının dəyişimi və yenilənmiş makroiqtisadi proqnozlar nəzərə alınmaqla qəbul ediləcəkdir."", - Mərkəzi Bank bildirib. Əgər inflyasiya daha da yavaşlayarsa, Mərkəzi Bank növbəti iclaslarında faizlərin aşağı salınmasının siqnalını verə bilər. Uçot faiz dərəcəsi20.10.2023     9.00%26.07.2023     9.00%22.06.2023     9.00%04.05.2023     9.00%30.03.2023     8.75%02.02.2023     8.50%16.12.2022     8.25%28.10.2022     8.00%18.03.2022     7.75%28.01.2022     7.50%Dəhlizin yuxarı həddi20.10.2023     10.0%26.07.2023     10.0%22.06.2023     10.0%04.05.2023     10.0%30.03.2023     9.75%02.02.2023     9.50%16.12.2022     9.25%28.10.2022     9.25%18.03.2022     9.25%28.01.2022     9.00%Dəhlizin aşağı həddi20.10.2023     7.50%26.07.2023     7.50%22.06.2023     7.50%04.05.2023     7.50%30.03.2023     7.00%02.02.2023     6.75%16.12.2022     6.25%28.10.2022     5.00%01.09.2022     4.00%18.03.2022     6.25%28.01.2022     6.00%FAİZ DƏHLİZİ NƏDİR?Pul siyasətinin əməliyyat çərçivəsinin mühüm elementlərindən biri faiz dəhlizidir. Faiz dəhlizi banklararası bazardakı qısamüddətli faizlərin dəhliz daxilində hərəkətini təmin etmək məqsədi daşıyır. Faiz dəhlizi eyni zamanda Mərkəzi Bankın likvidlik əməliyyatları üzrə faizlərinin iyerarxiyasını müəyyən edir.Mərkəzi Bankın faiz dəhlizi üç parametr olan uçot dərəcəsi, yuxarı hədd və aşağı həddən ibarətdir. Faiz dəhlizinin aşağı həddi sterilizasiya yönümlü daimi imkanlar alətlərindən olan 1 günlük depozit əməliyyatının faizidir. Faiz dəhlizinin yuxarı həddi isə 1 günlük likvidliyin verilməsi üzrə daimi imkanlar alətlərindən olan əks-REPO əməliyyatının faizidir.Uçot faiz dərəcəsi faiz dəhlizinin mərkəzi parametridir. Bu faiz dərəcəsini elan etməklə Mərkəzi Bank banklararası bazarda qısamüddətli faizləri bu parametrə yaxınlaşdırmağa çalışır.Dəhlizin aşağı həddi ilə uçot dərəcəsi arasında formalaşan faizlərlə sterilizasiya yönümlü qısamüddətli açıq bazar əməliyyatları həyata keçirilir. Uçot dərəcəsi ilə dəhlizin yuxarı həddi arasında formalaşan faizlərlə likvidliyin verilməsi yönümlü qısamüddətli açıq bazar əməliyyatları həyata keçirilir.Mərkəzi Bank sərəncamındakı alətlərlə banklararası pul bazarında faizlərin dəhliz daxilində formalaşmasına çalışır. Bu proses pul siyasəti qərarlarının transmissiyasının birinci həlqəsini təşkil edir. Banklararası bazarda qısamüddətli faizlər dəyişəndə digər faizlər, o cümlədən depozit və kredit faizləri də dəyişir. Bu proses pul siyasəti qərarlarının transmissiyasının ikinci həlqəsini təşkil edir.Artmış pul kütləsinin inflyasya potensiala malik izafi hissəsinin dövriyyədən çıxarılmasına yönəldilmiş əməliyyatlara Mərkəzi Bankın sterilizasiya əməliyyatları deyilir. Bununla belə xarici valyuta bazarında revalvasiya təhlükəsi yaradan artıq təklifin alınması əməliyyatlarını xarakterizə etmək üçün də sterilizasiya terminindən istifadə edilir.",['Azərbaycan Mərkəzi Bankı'],1
"İndi Ermənistanın probleminə çevrilibErmənistanın siyasi-hərbi hakimiyyəti bu gün bumeranq effekti ilə üz-üzə qalıb. Vaxtilə Qarabağda məskunlaşdırdığı terrorçular, əli silahlı şəxslər indi Ermənistanın öz hakimiyyəti üçün ciddi təhlükə mənbəyinə çevrilib. Təsadüfi deyil ki, Ermənistan Daxili İşlər Nazirliyi Qarabağdan könüllü olaraq gəlmiş şəxslərə müraciət edib ki, silahları təhvil versinlər. Çünki Ermənistan siyasi rəhbərliyi də anlayır ki, həmin silahlı şəxslər sabah onlar üçün də böyük problemlər yaradacaq. Bu günlərdə isə sadəcə, libaslarını dəyişiblər və öz terrorçu mahiyyətlərini gizlətmək istəyirlər - amma onları vaxtilə Qarabağda məskunlaşdıranlar onların “kimliyini” unutmayıb.Milli Məclisin üzvü Elman Nəsirov “Yeni Azərbaycan”a açıqlamasında bildirib ki, Azərbaycan tərəfi vaxtilə qeyri-qanuni silahlı birləşmələrin Qarabağdan çıxarılması barədə Ermənistana səslənirdi: “Azərbaycanın tələbi 10 Noyabr sənədinin dördüncü bəndinin icra edilməsi və Rusiya sülhməramlılarının gəlişinə paralel şəkildə qeyri-qanuni erməni silahlı dəstələri də Qarabağ bölgəsindən çıxarılmasından ibarət idi. Amma üç il ərzində bu istiqamətdə addım atmadılar və güman edirdilər ki, bu torpaqları yenidən işğal etmək sevdası onların xeyrinə işləyəcək. Ancaq bunlar illüziyalar idi. Azərbaycan Silahlı Qüvvələri 19-20 sentyabr tarixli lokal antiterror tədbirləri zamanı terrorçuları məcbur etdilər ki, silahı təhvil verərək təslim olsunlar. Onların da bir qismi Ermənistana əli silahlı şəkildə keçə bilib. Bu gün Ermənistan hakimiyyəti hesab edir ki, Paşinyan əleyhinə olan müəyyən siyasi qüvvələr, müəyyən siyasi dairələr onlardan istifadə edə bilərlər. Yəni bu gün də rəsmi İrəvan həyəcan içindədir ki, əli silahlı ermənilər silahı Ermənistan hakimiyyətinə qarşı çevirə bilərlər. Bir sözlə, Ermənistanın mövcud reallığı bundan ibarətdir”.Milli Məclisin deputatı Elşad Mirbəşirin sözlərinə görə isə uzun illər Azərbaycan ərazisində separatizmlə məşğul olan, dövlətimizin konstitusion quruluşunu pozan, ekstremizm yolu ilə cinayətkar bir rejim yaradan qrup birdən-birə düşüncə tərzini dəyişə bilməz: “Hesab edirəm ki, heç buna həvəsləri də olmaz. Bu məsələ Ermənistanın hələ bundan sonra da uzun illər ödəyəcəyi bir bədəldir. Çünki vaxtilə Ermənistan məhz o insanları silahlandırıb. Azərbaycan ərazisində qeyri-qanuni silahlı qruplaşmalar yaradaraq separatçı, cinayətkar bir rejim formalaşdırıb. Bu gün prosesləri tam nəzarətdə saxlamaq isə Ermənistanın gücü xaricindədir. Birincisi, Azərbaycan ərazisində vaxtı ilə terrorçu təfəkkürü ilə formalaşdırılan erməni silahlı qruplaşmaları o silahı əlində saxlayırsa, mütləq şəkildə istifadə etməyə çalışacaq. Təbii ki, Azərbaycan öz təhlükəsizliyini kifayət qədər etibarlı şəkildə təmin etmək gücünə sahibdir. Azərbaycan güclü orduya malikdir. Yeri gəlmişkən, qeyd edim ki, ordusunun gücünə görə Azərbaycan sonuncu reytinq cədvəlində 24-cü yerdə qərar tutub.Bu, kifayət qədər müsbət göstəricidir və Ermənistanla Azərbaycan arasında bu mənada heç bir halda müqayisə aparmaq mümkün deyil. Azərbaycana bundan sonra istənilən təxribatın qarşısı qətiyyətlə alınacaq. Bunu erməni separatçılar da çox yaxşı bilirlər. Biz hər zaman demişik və bu gün də artıq müşahidə etməkdəyik ki, Ermənistan Azərbaycana qarşı vaxtilə bu təxribatlara görə, həyata keçirdiyi işğalçılıq siyasətinə görə cavab verdi. Bundan sonra da hələ uzun illər Ermənistanın ölkəmizə, xalqımıza qarşı törətdiyi cinayətlər, cızdığı məkrli planlar bumeranq effekti ilə onun özünə zərbələr vuracaq. Hesab edirəm ki, separatçılar Ermənistanın ərazisində də elə özü üçün bir təhlükə mənbəyi olaraq qalacaq. Ən əsas məqam isə ondan ibarətdir ki, biz bütün ərazilərimiz boyunca ölkə prezidentinin strateji baxışları, vaxtında verdiyi qərarları, iradəsi sayəsində etibarlı və dönməz şəkildə suverenliyimizi tam təmin etmişik. Bundan sonra da Azərbaycanın suverenliyini, ərazi bütövlüyünü pozacaq heç bir güc mövcud deyil. Bu mənada, silahlı separatçılar Ermənistanın öz problemidir. Gələcəkdə bu əməlləri bir daha törətməməsi üçün hazırda yaşadığı problemlər Ermənistan üçün bir dərs olmalıdır”.Günel ABBASOVA",['ABB'],1
"Azərbaycanda cari hesablar vasitəsilə müştəri köçürmələrində internet bankçılığın payı 2023-cü ilin 9 ayı ərzində 80 faiz olub.


	Azərbaycanda internet bankçılıq üzrə əməliyyatların sayı 18% azalıb


FED.az xəbər verir ki, bunu Azərbaycan Mərkəzi Bankının (AMB) baş direktoru Fərid Osmanov Bakıda keçirilən VII Beynəlxalq Bankçılıq Forumunda (IBF-2023) deyib.

Onun sözlərinə görə, bu ilin yanvar-sentyabr ayları ərzində Azərbaycanda token əməliyyatlarının ümumi məbləği 1,9 milyard manat olub.

""Hesabat dövründə POS terminalların köməyilə həyata keçirilən ödənişlərdə token əməliyyatlarının payı 27 faiz olub. Son il ərzində kartlarla aktiv ödənişlərin məbləği 2 dəfə artaraq 33 milyard manata çatıb. Ötən illərdə nağdsız dövriyyənin payı 1-2 faiz bəndini keçirdisə, bu ilin ötən dövrü ərzində bu göstərici 12,4 faiz bəndi artaraq 54 faizi ötüb"", - o deyib. (Trend)",['Azərbaycan Mərkəzi Bankı'],0
Fikri yoldan yayınan sürücü qəza törətdi: Xanım sürücü qorxuya düşdü - VİDEO,['DYP'],0
"""Təbii ki, yüksək texnologiyalar sahəsində hər zaman inkişaf var. Lakin sırf bu peşə yönünə köklənmək də doğru olmaz. Misal olaraq, kiçik texnik belə yüksək bacarığı ilə böyük innovasiya edə bilər"".""Report"" xəbər verir ki, bunu əmək və əhalinin sosial müdafiəsi naziri Sahil Babayev Təhsilin İnkişafı Forumunda ""İnnovasiya ekosisteminin yaradılması"" panelində çıxışı zamanı deyib.Onun sözlərinə görə, bu gün dünya alternativ və günəş enerjisindən danışır: ""Əvvəlki dövrdə isə bu sahəyə bugünkü qədər kadr lazım deyildi. Yəni hər dövrün öz tələbi var. Müxtəlif istiqamətlərdə ssenarilərimiz olmalıdır. Qazanılan bilik və bacarıqlarının tətbiqinin imkanları mütləqdir. Etiraf edək ki, sovet dövründən qalan təhsil mirası Qərb təhsilindən kifayət qədər güclü idi. Lakin tətbiqi iş praktiki təcrübədən sonra mümkün idi"".Nazir bildirib ki, təhsil sahəsində konsepsiyaların tətbiqi önəmlidir: ""Peşə və ixtisaslar daim inkişaf etməlidir. Əhalinin məşğulluğu da əsas hədəflərdəndir. Müxtəlif kateqoriyadan olan vətəndaşların hazırlanması vacibdir. Gələcək dövrdə tələblərə görə kadr ehtiyacının artması və azalmasını görəcəyik. Bu da olduqca təbiidir"".",['sosial müdafiə'],1
"Tehranda işgüzar səfərdə olan Ermənistanın əmək və sosial məsələlər naziri Narek Mkrtçyan ilə İranın əməkdaşlıq, əmək və sosial təminat naziri Seyid Sulat Mortazavi arasında görüş keçirilib.
 
Xeberle.com məlumat verir ki, bu barədə Ermənistanın Əmək və Əhalinin Sosial Müdafiəsi Nazirliyi məlumat yayıb.
 
Görüş zamanı iki ölkə arasında əmək və sosial müdafiə sahəsində əməkdaşlığın genişləndirilməsi imkanları və qarşılıqlı maraq doğuran məsələlər müzakirə edilib.
 
İki ölkə arasında əməkdaşlığın gücləndirilməsi və əmək mübadiləsinin gücləndirilməsi məqsədilə tərəflər Anlaşma Memorandumu imzalayıblar. Sənədə əsasən, tərəflər məşğulluğun təmin edilməsi, qeyri-qanuni miqrasiyanın qarşısının alınması və əmək mübadiləsi prosesinin sadələşdirilməsi üçün səyləri birləşdirməyi öhdəsinə götürüblər.
 
    
Həmçinin, sənayenin müxtəlif sahələrində mövcud vakansiyalarla bağlı mütəmadi məlumat mübadiləsi, eləcə də hər iki ölkədə lazımi peşəkar ixtisasların əldə edilməsi barədə razılıq əldə olunub.
 
Nazir Mkrtçyan Ermənistan və İran arasında ikitərəfli dostluq münasibətlərinin rolunu yüksək qiymətləndirib və əməkdaşlığın yaxın gələcəkdə hər iki ölkənin və xalqın maraqları əsasında inkişaf edəcəyinə əminliyini bildirib.
 
İranlı nazir Seyid Sulat Mortazavi qonşu ölkənin sosial müdafiə sisteminin inkişafı naminə ən yaxşı təcrübə, potensial və imkanları Ermənistan tərəfinə təqdim etməyə hazır olduqlarını bildirib.

		

		

		





Xəbərdən istifadə edərkən istinad etmək vacibdir.",['sosial müdafiə'],1
"Azərbaycan Mərkəzi Bankının (AMB) İdarə Heyətinin 18 oktyabr 2023-cü il tarixli qərarı ilə təsdiqlənmiş “Azərbaycan Respublikasının üzv olduğu beynəlxalq təşkilatların investisiya qiymətli kağızlarının emissiyası, kütləvi təklifi və tədavülü Qaydası” “Banklarda likvidlik riskinin idarə edilməsi Qaydası” oktyabrın 31-dən qüvvəyə minib.""Report"" AMB-yə istinadən xəbər verir ki, yeni qayda beynəlxalq maliyyə təşkilatlarının rəyləri nəzərə alınmaqla hazırlanmış və bu təşkilatlar tərəfindən yerli bazarda qiymətli kağız buraxılışları üzrə qeydiyyat prosedurlarını, məlumatların açıqlanması habelə qiymətli kağızların yerləşdirilməsi və buraxılış şərtlərində dəyişiklik edilməsi kimi tələbləri müəyyən edir.Qaydanın tətbiqi ilə beynəlxalq təşkilatlar tərəfindən yerli bazarda qiymətli kağız buraxılışının artacağı, Azərbaycana sahibkarlığın inkişafına dəstək olacağı, kiçik və orta bizneslərin uzunmüddətli ucuz maliyyə resurslarına çıxış imkanını təmin ediləcəyi və qiymətli kağızlar bazarında ticarət olunan likvid alətlərin çeşidinin genişlənəcəyi gözlənilir.",['Azərbaycan Mərkəzi Bankı'],0
"Azərbaycan Mərkəzi Bankının (AMB) İdarə Heyətinin 18 oktyabr 2023-cü il tarixli qərarı ilə təsdiqlənmiş “Azərbaycan Respublikasının üzv olduğu beynəlxalq təşkilatların investisiya qiymətli kağızlarının emissiyası, kütləvi təklifi və tədavülü Qaydası” “Banklarda likvidlik riskinin idarə edilməsi Qaydası” oktyabrın 31-dən qüvvəyə minib.""Report"" AMB-yə istinadən xəbər verir ki, yeni qayda beynəlxalq maliyyə təşkilatlarının rəyləri nəzərə alınmaqla hazırlanmış və bu təşkilatlar tərəfindən yerli bazarda qiymətli kağız buraxılışları üzrə qeydiyyat prosedurlarını, məlumatların açıqlanması habelə qiymətli kağızların yerləşdirilməsi və buraxılış şərtlərində dəyişiklik edilməsi kimi tələbləri müəyyən edir.Qaydanın tətbiqi ilə beynəlxalq təşkilatlar tərəfindən yerli bazarda qiymətli kağız buraxılışının artacağı, Azərbaycana sahibkarlığın inkişafına dəstək olacağı, kiçik və orta bizneslərin uzunmüddətli ucuz maliyyə resurslarına çıxış imkanını təmin ediləcəyi və qiymətli kağızlar bazarında ticarət olunan likvid alətlərin çeşidinin genişlənəcəyi gözlənilir.",['Azərbaycan Mərkəzi Bankı'],1
"Qarşıdakı günlərdə Milli Məclisdə “2024-cü ilin dövlət büdcəsi haqqında” qanun layihəsinin müzakirə olunacağı gözlənilir. Bir neçə ildir büdcə müzakirəsi zamanı deputatlar 2006-cı ildən sonra doğulan bütün uşaqlara verilən “uşaq pulu” adlı sosial müavinətin bərpasını təklif edirlər. 2021-ci ilin dövlət büdcəsi müzakirə olunanda da bir neçə deputat eyni təkliflə çıxış edib, lakin təkliflərə müsbət cavab verilməyib.Bəs, növbəti ilin dövlət büdcəsinin müzakirəsi zamanı “uşaq pulu”nun bərpası məsələsi yenidən gündəmə gələ bilərmi?Milli Məclisin üzvü Fazil Mustafa mövzu ilə bağlı Bizim.Media -ya açıqlamasında uşaqlara verilən müxtəlif müavinətlərin artırılmasının müzakirə olunacağını bildirib: ""Bununla bağlı ayrıca bir təklifin verilməsi dəfələrlə izah olunub. Uşaqlarla bağlı xeyli müavinət formaları var. Həmin müavinət formalarının artırılması məsələsi gündəmə gətiriləcək. Bilavasitə müavinətlər o zaman artır ki, minimum yaşayış məbləği artsın. Bu artanda ona müvafiq olaraq müavinətlərin artımı nəzərdə tutula biləcək.Çünki müavinətlər minimum yaşayış məbləğinin həddindən aşağı olmamalıdır. Bu baxımdan, bu kimi təkliflər orada nəzərdə tutulacaq. Konkret “uşaq pulu” deyilən bir termin yox, ayrı-ayrı müavinət formaları mövcuddur. Uşaqlar üçün müxtəlif müavinət formalarının, əlilliyə, təhsilə görə verilən təqaüd və s. müavinətlərin artırılması məsələsi büdcə müzakirələrində gündəmə gətiriləcək"", - deyə deputat əlavə edib.",['sosial müavinət'],0
"Yevlax-Zaqatala-Gürcüstan ilə dövlət sərhədi avtomobil yolunun 156 km-dən ayrılan Əliabad-Bəhmətli-Kürdəmir-Lahıc avtomobil yolunun inşası yekunlaşıb.""Report"" bu barədə Azərbaycan Avtomobil Yolları Dövlət Agentliyinə istinadən xəbər verir.Məlumata görə, əsasən çınqıl və qara örtüklü olan yolda xüsusən payız-qış aylarında istər avtonəqəliyyat vasitələrinin, istərsə də vətəndaşların hərəkətində bir sıra problemlər yaşanırdı.22,4 km uzunluğu olan sözügedən avtomobil yolu 2 hərəkət zolaqlı olmaqla 4-cü texniki dərəcəyə uyğun olaraq yenidən qurulub. Yolun hərəkət hissəsinin eni 6 metr olmaqla yol yatağının eni 10 metr təşkil edir.Layihə çərçivəsində yolboyu torpaq işləri yerinə yetirilib, yol yatağının yararsız qruntunun çıxarılması, müxtəlif həcmdə yol yatağının genişləndirilməsi, yeni yol yatağının inşası işləri icra olunub və yola yeni asfalt-beton örtüyünün döşənməsi işləri aparılıb.
Aparılan işlər çərçivəsində yolboyu suların ötürülməsini təmin etmək məqsədilə müxtəlif ölçülü 130 suötürücü borunun təmiri, zəruri yerlərdə yenilənməsi və layihə üzrə yolun əhatə etdiyi yaşayış məntəqələrinin daxilindən keçən və ümumi uzunluğu 970 metr olan su arxlarının bərpası işləri icra olunub.
Layihənin sonuncu mərhələsində yol nişanları, avtobus dayanacaqları, siqnal dirəkləri quraşdırılıb, yolcizgi və yolgöstərici xətlərin çəkilməsi işləri aparılıb.
Əliabad-Bəhmətli-Kürdəmir-Lahıc avtomobil yolunun müasir səviyyədə yenidən qurulması ilə Yevlax-Zaqatala-Gürcüstan ilə dövlət sərhədi avtomobil yoluna rahat çıxış əldə olunacaq, yük və sərnişin daşıması xeyli yaxşılaşacaq, yetişdirilən məhsulların rahat şəkildə bazarlara daşınmasına imkan yaranacaq. Bu isə yolboyu yaşayan əhalinin sosial rifahının yüksəlməsinə birbaşa təsir edən kənd təsərrüfatının inkişafına müsbət təsir edəcək.",['Azərbaycan Avtomobil Yolları Dövlət Agentliyi'],0
"Bizim WhatsApp kanalımıza buradan abunə ola bilərsinizHazırda Azərbaycanın maliyyə sisteminin inkişafının strategiyası formalaşır və yekunlaşmaq üzrədir.“Trend” xəbər verir ki, bunu Azərbaycan Mərkəzi Bankının (AMB) baş direktoru Fərid Osmanov Bakıda keçirilən VII Beynəlxalq Bankçılıq Forumunda (IBF-2023) deyib.“Ödəniş xidmətləri və ödəniş sistemləri haqqında” qanun layihəsi qüvvəyə mindikdən sonra maliyyə bazarlarında ödəniş səmərəliliyinin formalaşması üzrə zəruri və təməl tədbirlər başlayacaq. Strateji məqsədimiz növbəti dövrdə açıq bankçılıq işi konsepsiyasının formalaşması, açıq bankçılıqdan açıq maliyyələşdirməyə keçidin sürətləndirilməsindən ibarətdir. Bu keçid bank sektorunda, eləcə də, sığorta və digər kapital bazarlarında açıq verilənlərin yayılma imkanlarını təşviq etməyimizə imkan verəcək”, - o deyib.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycanda banklarla sürətli pul köçürmələrinin həcmi kəskin azalıb, əvəzində “card-to-card” əməliyyatlarının həcmi kəskin artıb.Valyuta.az xəbər verir ki, bu barədə Azərbaycan Mərkəzi Bankından bildirilib. 2023-cü ilin ilk üç rübü ərzində banklara daxil olan sürətli pul köçürmələrin həcmi 1 milyard 896.5 milyon manat olub. Bu da 2022-ci ilin eyni dövründən 57% azdır. Qeyd edilən dövr ərzində banklara sürətli pul köçürmələrdən 4 milyard 419.9 milyon manat vəsait daxil olmuşdu.Bu həmçinin bankdan kənara getmiş sürətli pul köçürmələrə də aid edilir. Belə ki, 2022-ci ilin ilk üç rübündə banklardan kənara köçürülən sürətli pul köçürmələrinin həcmi 767.3 milyon manat olduğu halda, bu rəqəm cari ilin analoji dövründə 466.6 milyon manata qədər düşüb.Banklararası Kart Mərkəzi vasitəsilə emal olunmuş ödəniş əməliyyatların həcmi isə illik müqayisədə 90% artaraq ilk 3 rübdə 13 milyard 116.9 milyon manat təşkil edib. Söhbət burada milli valyutadan gedir. ABŞ dolları ilə “card-to-card” 42% artaraq 37.27 dollar olub.© Banker",['Azərbaycan Mərkəzi Bankı'],1
"Veysəloğlu Şirkətlər Qrupu (VŞQ) bu ilin 10 ayı ərzində fermerlerdən 45 min tondan artıq, təxminən 47 milyon manat dəyərində kənd təsərrüfatı məhsulu alıb.Şirkətlər Qrupu bu məhsulları öz satış nöqtələri olan “Araz” və “OBA” market şəbəkələrində təqdim edib. “Veysəloğlu” hal-hazırda müxtəlif regionlar üzrə 170-dən çox fermerlə əməkdaşlıq edir. Fermerlərdən birbaşa alınan məhsullar içərisində soğan, kök, kartof, sarımsaq, şaftalı, gavalı, alma, armud və gilas üstünlük təşkil edir. Şirkətlər Qrupu bu fəaliyyətini 2021-ci ildən “Tarladan rəfə” konsepti üzrə həyata keçirir. Fermerdən birbaşa satınalma fəaliyyətinə qrup ilkin mərhələdə Şəki-Zaqatala, Gəncə-Qazax, Aran iqtisadi rayonlarında başlayıb. 2023-cü ildə isə “Şəmkir Aqroparkı”nda Veysəloğlu Şirkətlər Qrupu üçün xüsusi məhsul qəbulu məntəqəsinin yaradılması həmin regiondakı fermerlərin işini asanlaşdırıb. Bu il ölkənin önəmli istehsal bölgələrində soyuq depoların sayını artıraraq, Mingəçevir və Salyanla yanaşı, Xaçmaz bölgəsində də saxlama məntəqəsi yaradılıb və pomidor istehsalçıları ilə əldə edilən razılaşmaya əsasən məhsul yığımı həyata keçirilib. “Fermerdən vasitəsiz alınan məhsulların qiyməti və yerli dad üstünlüyünü istehlakçılar asanlıqla fərqləndirə bilərlər. İstehlakçıları yerli ərzaq məhsulları ilə təmin etmək məqsədi daşıyan bu addımımızla yerli fermerlərin inkişafını da dəstəkləyirik. Şirkətin dayanıqlı inkişaf fəaliyyətlərindən olan bu istiqamət əhalini uyğun qiymətə təbii məhsullarla təmin etməklə yanaşı, ölkənin əkinçilik potensialının tam olaraq üzə çıxarmağa və kiçik və orta təsərrüfat subyektlərinə dəstək olmağa yönəlib” – bunu Veysəloğlu Şirkətlər Qrupunun Biznesə Dəstək üzrə direktoru Anar Cümşüdov bildirib.“Veysəloğlu” nümayəndəsi əlavə edib ki, qurulmuş “soyuq zəncir” istehsalçıların məhsulunu satmaq üçün vaxt və pul sərf edərək Bakıya gəlməsinə ehtiyac qoymur. Öz məhsullarını “Veysəloğlu” regional depolarına çatdırmaqla, məhsullarının ölkə üzrə “Araz” və “OBA” marketlərində satışına nail olurlar.Veysəloğlu Şirkətlər Qrupu bu ilin sonunadək əməkdaşlıq etdiyi fermerlərin sayını 200-ə çatdırmağı planlaşdırır. Həmçinin ilin sonuna qədər təsərrüfat sahiblərindən birbaşa alışların 60 min tona çatdırılması proqnozlaşdırılıb.",['Veysəloğlu'],0
"Qarşıdakı günlərdə Milli Məclisdə “2024-cü ilin dövlət büdcəsi haqqında” qanun layihəsinin müzakirə olunacağı gözlənilir. Bir neçə ildir büdcə müzakirəsi zamanı deputatlar 2006-cı ildən sonra doğulan bütün uşaqlara verilən “uşaq pulu” adlı sosial müavinətin bərpasını təklif edirlər.2021-ci ilin dövlət büdcəsi müzakirə olunanda da bir neçə deputat eyni təkliflə çıxış edib, lakin təkliflərə müsbət cavab verilməyib.Bəs, növbəti ilin dövlət büdcəsinin müzakirəsi zamanı “uşaq pulu”nun bərpası məsələsi yenidən gündəmə gələ bilərmi? Milli Məclisin üzvü Fazil Mustafa mövzu ilə bağlı Bizim.Media -ya açıqlamasında uşaqlara verilən müxtəlif müavinətlərin artırılmasının müzakirə olunacağını bildirib:""Bununla bağlı ayrıca bir təklifin verilməsi dəfələrlə izah olunub. Uşaqlarla bağlı xeyli müavinət formaları var. Həmin müavinət formalarının artırılması məsələsi gündəmə gətiriləcək. Bilavasitə müavinətlər o zaman artır ki, minimum yaşayış məbləği artsın. Bu artanda ona müvafiq olaraq müavinətlərin artımı nəzərdə tutula biləcək.Çünki müavinətlər minimum yaşayış məbləğinin həddindən aşağı olmamalıdır. Bu baxımdan, bu kimi təkliflər orada nəzərdə tutulacaq.Konkret “uşaq pulu” deyilən bir termin yox, ayrı-ayrı müavinət formaları mövcuddur. Uşaqlar üçün müxtəlif müavinət formalarının, əlilliyə, təhsilə görə verilən təqaüd və s. müavinətlərin artırılması məsələsi büdcə müzakirələrində gündəmə gətiriləcək"", - deyə deputat əlavə edib.",['sosial müavinət'],0
